Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC,Added By,Added At,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights,0.2376100185
spotify:track:2vVuKnnoYkA8HfKSK0oNbH,I'll Go Crazy If I Don't Go Crazy Tonight,spotify:artist:51Blml2LZPmy7TTiAg47vQ,U2,spotify:album:2cVfcuckyfRP6KVAHsRPHC,No Line On The Horizon,spotify:artist:51Blml2LZPmy7TTiAg47vQ,U2,2009-01-01,https://i.scdn.co/image/ab67616d0000b273eba4d22b43b3dff989124c4e,1,5,253946,https://p.scdn.co/mp3-preview/832fa88f10a1bcf1aeb7d8cd8474064c879bb979?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,32,GBUM70819386,,2014-08-08T13:30:27Z,"irish rock,permanent wave,rock",0.515,0.814,0,-6.025,1,0.0307,0.00896,0.00000131,0.087,0.345,103.056,4,,Universal-Island Records Ltd.,"C © 2009 Universal-Island Records Ltd., under exclusive licence to Mercury Records Ltd., P ℗ 2009 Universal-Island Records Ltd., under exclusive licence to Mercury Records Ltd.",
spotify:track:6sJf7zImNufMWtpMGo3Xy9,"10,000 Feet",spotify:artist:3yEnArbNHyTCwMRvD9SBy4,Wolfmother,spotify:album:5PmWF5ajnWUTeXWuZIvPV0,Cosmic Egg,spotify:artist:3yEnArbNHyTCwMRvD9SBy4,Wolfmother,2009-01-01,https://i.scdn.co/image/ab67616d0000b273579281a3aa0ff30c5c7a9782,1,6,248880,,FALSE,0,AUUM70901903,,2014-05-08T12:48:16Z,"alternative rock,australian psych,garage rock,modern blues rock,modern rock,rock",0.425,0.849,7,-4.455,1,0.034,0.00115,0.00552,0.383,0.763,180.104,4,,Universal Music,"C © 2009 Modular Recordings, P ℗ 2009 Modular Recordings",
spotify:track:3HCwH5h9EAstDyR6Poy3Pu,Just Breathe,spotify:artist:1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,spotify:album:58cAvif8aNuCwgOk3RYmCM,Backspacer,spotify:artist:1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,2009-01-01,https://i.scdn.co/image/ab67616d0000b2733961d85df575f2856e66d938,1,5,215853,,FALSE,0,USA320900005,,2014-05-08T12:48:16Z,"alternative metal,alternative rock,classic rock,grunge,permanent wave,rock",0.473,0.348,0,-11.1,1,0.0288,0.721,0.0000742,0.0823,0.283,107.819,4,,Universal-Island Records Ltd.,"C © 2009 Monkeywrench, Inc., under exclusive license to Universal International Music BV, P ℗ 2009 Monkeywrench, Inc., under exclusive license to Universal International Music BV",
spotify:track:3maL8nLgxrr7cOoTYqGKrS,Re-Education (Through Labor),spotify:artist:6Wr3hh341P84m3EI8qdn9O,Rise Against,spotify:album:1tMdH4qpoCiZz4Yy6EnoM9,Appeal To Reason (International Version),spotify:artist:6Wr3hh341P84m3EI8qdn9O,Rise Against,2008-10-03,https://i.scdn.co/image/ab67616d0000b2734d47fef67da0f5cff2291324,1,3,222453,,FALSE,0,USUM70828859,,2014-05-08T12:48:16Z,"alternative metal,chicago hardcore,chicago punk,hardcore punk,modern rock,pop punk,post-grunge,punk",0.243,0.947,11,-3.388,1,0.102,0.000421,0.0000377,0.132,0.339,147.592,4,,Universal Music Ltd.,"C (C) 2008 DGC Records, P (P) 2008 DGC Records",
spotify:track:5A3zeJvjlNWlD34R1pLSCb,Bargain Of A Century,spotify:artist:1Li0eIWeMeWcOOWpImcG9H,Albert Hammond Jr,spotify:album:5VdOzZmXRZtDbzIW2wg8XK,Como Te Llama?,spotify:artist:1Li0eIWeMeWcOOWpImcG9H,Albert Hammond Jr,2008-07-08,https://i.scdn.co/image/ab67616d0000b2730498baacbac5473b9bc23b1c,1,1,189973,https://p.scdn.co/mp3-preview/534dc9048ce2b9568f610891fa7804200f7d2048?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,16,USRC10800218,,2014-08-08T13:32:10Z,garage rock,0.406,0.9,9,-4.635,1,0.0334,0.0558,0.207,0.117,0.744,139.662,4,,Black Seal,"P (P) 2008 Black Seal, a unit of SONY BMG MUSIC ENTERTAINMENT",
spotify:track:43IlCBK2cZad6tcTBGLpx2,Miss Myrtle,spotify:artist:1Li0eIWeMeWcOOWpImcG9H,Albert Hammond Jr,spotify:album:5VdOzZmXRZtDbzIW2wg8XK,Como Te Llama?,spotify:artist:1Li0eIWeMeWcOOWpImcG9H,Albert Hammond Jr,2008-07-08,https://i.scdn.co/image/ab67616d0000b2730498baacbac5473b9bc23b1c,1,12,186640,https://p.scdn.co/mp3-preview/645b5fffedd00fe9e8e8773696b5939fd9d3df52?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,13,USRC10800229,,2014-08-08T13:32:10Z,garage rock,0.734,0.713,9,-5.009,1,0.0374,0.144,0.0329,0.169,0.781,126.078,4,,Black Seal,"P (P) 2008 Black Seal, a unit of SONY BMG MUSIC ENTERTAINMENT",
spotify:track:6jsxnTTR9WfFhQk7sc0WL1,Feed Me Jack Or: How I Learned To Stop Worrying And Love Peter Sellers,spotify:artist:1Li0eIWeMeWcOOWpImcG9H,Albert Hammond Jr,spotify:album:5VdOzZmXRZtDbzIW2wg8XK,Como Te Llama?,spotify:artist:1Li0eIWeMeWcOOWpImcG9H,Albert Hammond Jr,2008-07-08,https://i.scdn.co/image/ab67616d0000b2730498baacbac5473b9bc23b1c,1,13,172013,https://p.scdn.co/mp3-preview/af4b6c07a4a49fb26210c370a659a56590d1cb08?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,12,USRC10800230,,2014-08-08T13:18:54Z,garage rock,0.546,0.765,4,-6.229,1,0.0317,0.362,0.0000257,0.313,0.834,78.442,4,,Black Seal,"P (P) 2008 Black Seal, a unit of SONY BMG MUSIC ENTERTAINMENT",
spotify:track:1mea3bSkSGXuIRvnydlB5b,Viva La Vida,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,Coldplay,spotify:album:1CEODgTmTwLyabvwd7HBty,Viva La Vida or Death and All His Friends,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,Coldplay,2008-05-26,https://i.scdn.co/image/ab67616d0000b273e21cc1db05580b6f2d2a3b6e,1,7,242373,https://p.scdn.co/mp3-preview/fb9f4a9b0887326776b4fb7c6d331acd167a7778?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,87,GBAYE0800265,,2014-08-08T13:30:27Z,"permanent wave,pop",0.486,0.617,5,-7.115,0,0.0287,0.0954,0.00000323,0.109,0.417,138.015,4,,Parlophone UK,"C © 2008 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2008 Parlophone Records Ltd, a Warner Music Group Company",
spotify:track:1c8u7nv8wJq4jJI2CHsZuu,Psychotic Girl,spotify:artist:7mnBLXK823vNxN3UWB7Gfz,The Black Keys,spotify:album:51p6yT3w1WyAkXTsjNVMqS,Attack And Release,spotify:artist:7mnBLXK823vNxN3UWB7Gfz,The Black Keys,2008-04-01,https://i.scdn.co/image/ab67616d0000b273717e684c592a271c4a61da40,1,4,250706,,FALSE,0,USNO10750897,,2014-08-08T13:30:48Z,"alternative rock,blues rock,garage rock,indie rock,indietronica,modern blues rock,modern rock,punk blues,rock,roots rock",0.712,0.483,2,-8.604,0,0.0298,0.497,0.302,0.0668,0.545,162.147,4,,Universal Music Group,"C (C) 2008 V2 Cooperative Music, P (P) 2008 V2 Cooperative Music",
spotify:track:4l2B9pvlttolaVwEdUBXRE,These Stones Will Shout,spotify:artist:4wo1267SJuUfHgasdlfNfc,The Raconteurs,spotify:album:6RY3B7L3xDT8SQS549dJr5,Consolers Of The Lonely,spotify:artist:4wo1267SJuUfHgasdlfNfc,The Raconteurs,2008-03-25,https://i.scdn.co/image/ab67616d0000b273793b53e62d1bc08ab505d3d0,1,13,234226,,FALSE,0,GBBKS0800219,,2014-05-08T12:48:16Z,"alternative rock,garage rock,garage rock revival,indie rock,modern blues rock,modern rock,rock,supergroup",0.643,0.789,4,-5.601,1,0.033,0.0402,0,0.117,0.644,129.429,4,,XL Recordings,"C 2008 Third Man Records, LLC exclusively licensed to XL Recordings, Ltd., P 2008 Third Man Records, LLC exclusively licensed to XL Recordings, Ltd.",
spotify:track:1odmiZGXGR3s6hhheFGDI8,Story Of My Life,spotify:artist:16nn7kCHPWIB6uK09GQCNI,Social Distortion,spotify:album:41k0q68sATo9zrzYsM1t3S,Greatest Hits,spotify:artist:16nn7kCHPWIB6uK09GQCNI,Social Distortion,2008-01-29,https://i.scdn.co/image/ab67616d0000b273910baba3a3cbcbdf5a08b3a7,1,4,348573,,FALSE,0,USTB30700200,,2014-05-08T12:48:16Z,"punk,punk 'n' roll,skate punk,socal pop punk",0.288,0.948,6,-2.662,1,0.0572,0.0175,0.0704,0.293,0.459,201.933,4,,Epitaph,C 2007 Time Bomb Records,
spotify:track:1pWLUeS8de04HwdegShNRz,Youthless,spotify:artist:3vbKDsSS70ZX9D2OcvbZmS,Beck,spotify:album:7iHm2lTks5aIvb3z2CCpfo,Modern Guilt,spotify:artist:3vbKDsSS70ZX9D2OcvbZmS,Beck,2008-01-01,https://i.scdn.co/image/ab67616d0000b2738222968040a6f1837b80e5c3,1,5,177893,,FALSE,0,USUM70818997,,2014-08-08T13:16:21Z,"alternative rock,anti-folk,permanent wave,rock",0.883,0.607,6,-7.428,0,0.0342,0.337,0.49,0.136,0.886,116.182,4,,Interscope,"C © 2008 Beck Hansen, P ℗ 2008 Beck Hansen",
spotify:track:51ygW389BW4Dut3B69pSwc,All I Need,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,Radiohead,spotify:album:7eyQXxuf2nGj9d2367Gi5f,In Rainbows,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,Radiohead,2007-12-28,https://i.scdn.co/image/ab67616d0000b27334733f87148c2fbe0176abdb,1,5,228746,,FALSE,0,GBSTK0700005,,2016-07-08T03:26:26Z,"alternative rock,art rock,melancholia,oxford indie,permanent wave,rock",0.668,0.477,4,-8.709,0,0.0358,0.517,0.446,0.139,0.0966,88.005,4,,XL Recordings,"C 2007 LLLP, LLP under exclusive license to XL Recordings Limited., P 2007 LLLP, LLP under exclusive license to XL Recordings Limited.",
spotify:track:4CD4GfHOwo5ZP4FkIMTK6j,The Con,spotify:artist:5e1BZulIiYWPRm8yogwUYH,Tegan and Sara,spotify:album:4QjGIZZqvNrdkgw4LZKLZK,The Con,spotify:artist:5e1BZulIiYWPRm8yogwUYH,Tegan and Sara,2007-07-24,https://i.scdn.co/image/ab67616d0000b273377453abefeab743c5633fcc,1,3,209266,https://p.scdn.co/mp3-preview/3a67aec9d5d48ba977141f42e3c2f0a7460dde55?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,47,USRE10700694,,2014-05-05T00:10:11Z,"canadian indie,lilith,metropopolis,permanent wave",0.568,0.854,8,-6.214,1,0.0316,0.183,0,0.3,0.704,130.16,4,,Vapor/Sire,"C © 2007 Sire Records for the U.S. Marketed by Warner Records Inc., A Warner Music Group Company., P ℗ 2007 Sire Records for the U.S. Marketed by Warner Records Inc., A Warner Music Group Company.",
spotify:track:3gCLDvqxdCd2o2R8Lvv8OH,Bleeding The Orchid,spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins,spotify:album:5NXlHr8Xna6pxBgiTtxoAm,Zeitgeist (Standard Version),spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins,2007-06-19,https://i.scdn.co/image/ab67616d0000b2738495e7377255bc174a65b547,1,3,241533,,FALSE,0,USRE10700725,,2014-08-08T13:30:27Z,"alternative metal,alternative rock,grunge,permanent wave,rock,spacegrunge",0.286,0.874,4,-4.333,1,0.0904,0.000028,0.0104,0.389,0.328,154.009,4,,Reprise,"C 2007 Martha's Music for the U.S. and WEA International Inc. for the world outside the U.S., P 2007 Martha's Music for the U.S. and WEA International Inc. for the world outside the U.S.",
spotify:track:1xf09ZrmbHp1paT6GMyOsq,"Prickly Thorn, But Sweetly Worn",spotify:artist:4F84IBURUo98rz4r61KF70,The White Stripes,spotify:album:5bIRH87yhUXb6IaW61mNQj,Icky Thump,spotify:artist:4F84IBURUo98rz4r61KF70,The White Stripes,2007-06-15,https://i.scdn.co/image/ab67616d0000b273abf4c6c683cf9ef51926ad63,1,6,185733,,FALSE,0,GBBKS0700152,,2014-05-08T12:48:16Z,"alternative rock,blues rock,detroit rock,garage rock,modern blues rock,permanent wave,punk blues,rock",0.496,0.868,9,-4.998,0,0.0414,0.0368,0.00000372,0.525,0.357,125.5,4,,XL Recordings,"C 2007 The White Stripes / Third Man Records, LLC exclusively licensed to XL Recordings, Ltd., P 2007 The White Stripes / Third Man Records, LLC exclusively licensed to XL Recordings, Ltd.",
spotify:track:2IBM7pWht51SaU52GZGiEc,"For a Pessimist, I'm Pretty Optimistic",spotify:artist:74XFHRwlV6OrjEM0A2NCMF,Paramore,spotify:album:3UoOO8m0oxxvUHXUKf3qcZ,Riot!,spotify:artist:74XFHRwlV6OrjEM0A2NCMF,Paramore,2007-06-11,https://i.scdn.co/image/ab67616d0000b27369966efa45b125ed6711b43c,1,1,228293,https://p.scdn.co/mp3-preview/b6a5da9c28d2547add2e8d761dc865f2d70ef62b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,54,USAT20702600,,2014-05-08T12:48:16Z,"candy pop,pixie,pop,pop emo,pop punk,rock",0.537,0.927,6,-3.322,1,0.0476,0.00017,0.00000678,0.115,0.379,102.445,4,,Atlantic Records UK,"C © 2007 Atlantic Recording Coporation for the United States and WEA International Inc. for the world outside of the United States. All Rights Reserved., P ℗ 2007 Atlantic Recording Coporation for the United States and WEA International Inc. for the world outside of the United States. All Rights Reserved.",
spotify:track:6PxonwpNSxGQ9XlWbpukV1,Bros,spotify:artist:1R84VlXnFFULOsWWV8IrCQ,Panda Bear,spotify:album:3Ds8HpXvbIoPRLLVdDF6Uj,Person Pitch,spotify:artist:1R84VlXnFFULOsWWV8IrCQ,Panda Bear,2007-03-20,https://i.scdn.co/image/ab67616d0000b273406d094f12d251ff2322482a,1,3,750306,,FALSE,0,QM2CM1500034,,2017-01-06T18:03:58Z,"art pop,chamber pop,chillwave,dream pop,experimental pop,indie rock,indietronica,noise pop",0.403,0.745,2,-11.099,1,0.0449,0.0272,0.52,0.132,0.609,130.569,4,,My Animal Home,"C 2007 My Animal Home, P 2007 My Animal Home",
spotify:track:1tHutERgHeFM3Cl72cppKN,In Transit,spotify:artist:1Li0eIWeMeWcOOWpImcG9H,Albert Hammond Jr,spotify:album:3YcAyB90873gk36tuzQLHh,Yours To Keep,spotify:artist:1Li0eIWeMeWcOOWpImcG9H,Albert Hammond Jr,2007-03-06,https://i.scdn.co/image/ab67616d0000b27385e22f63072debea168f503e,1,2,212946,https://p.scdn.co/mp3-preview/0c052d3d72a02bbf9824d75723d74c239c879e49?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,36,USYM30700002,,2016-04-16T13:47:24Z,garage rock,0.473,0.745,7,-3.024,1,0.0535,0.00169,0.802,0.0949,0.629,141.011,4,,Red Ink,"P (P) & (C) 2006 Cockpit Voice Recordings, LLC under exclusive license in Canada to red ink, a unit of SONY BMG MUSIC (CANADA) INC.",
spotify:track:7j31rVgGX9Q2blT92VBEA0,Teenagers,spotify:artist:7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,spotify:album:0FZK97MXMm5mUQ8mtudjuK,The Black Parade,spotify:artist:7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,2006-10-23,https://i.scdn.co/image/ab67616d0000b27317f77fab7e8f18d5f9fee4a1,1,11,161920,https://p.scdn.co/mp3-preview/e6d0c0da5d86b2d19ee4456344ac9527a72b2a7d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,81,USRE10602912,,2014-08-08T13:30:27Z,"emo,modern rock,pop punk,pov: indie,rock",0.463,0.857,4,-3.063,1,0.0632,0.0506,0,0.184,0.856,111.647,4,,Reprise,"C © 2006 Reprise Records for the U.S. and WEA International Inc. for the world outside the U.S., P ℗ 2006 Reprise Records for the U.S. and WEA International Inc. for the world outside the U.S.",
spotify:track:6s2yqZbiPNPL1B2IeCMsUA,The End.,spotify:artist:7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,spotify:album:0FZK97MXMm5mUQ8mtudjuK,The Black Parade,spotify:artist:7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,2006-10-23,https://i.scdn.co/image/ab67616d0000b27317f77fab7e8f18d5f9fee4a1,1,1,112920,https://p.scdn.co/mp3-preview/ad108dd2ad1402807c9dd6cc08c83f9f30a781a8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,61,USRE10602903,,2014-08-08T13:30:27Z,"emo,modern rock,pop punk,pov: indie,rock",0.292,0.548,2,-4.977,1,0.0363,0.0827,0,0.414,0.207,175.053,3,,Reprise,"C © 2006 Reprise Records for the U.S. and WEA International Inc. for the world outside the U.S., P ℗ 2006 Reprise Records for the U.S. and WEA International Inc. for the world outside the U.S.",
spotify:track:0lFEYJWVbkSTR7JPEYURPs,Goodbye Babylon,spotify:artist:7mnBLXK823vNxN3UWB7Gfz,The Black Keys,spotify:album:4jFfuHyKmhGeipjRmKIh8O,Magic Potion,spotify:artist:7mnBLXK823vNxN3UWB7Gfz,The Black Keys,2006-09-12,https://i.scdn.co/image/ab67616d0000b27366d82c5fdf81c2d0bfb98bd2,1,9,355360,https://p.scdn.co/mp3-preview/7ace6fc3ae3c8e866f8c96c5959717a7094608fb?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,33,USNO10696709,,2014-08-08T13:30:48Z,"alternative rock,blues rock,garage rock,indie rock,indietronica,modern blues rock,modern rock,punk blues,rock,roots rock",0.34,0.714,5,-9.668,1,0.0934,0.821,0.514,0.297,0.816,151.433,4,,Nonesuch,"C © 2006 Nonesuch Records, Inc., P ℗ 2006 Nonesuch Records, Inc.",
spotify:track:3kSaRVaR1eiAOtrExqvxSP,No Buses,spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,spotify:album:4otIH4cY8xgW9kbiasDFmb,Who The Fuck Are Arctic Monkeys,spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,2006-05-09,https://i.scdn.co/image/ab67616d0000b27317cc4e4916dec186e3ac729b,1,4,199320,,FALSE,0,GBCEL0600172,,2014-08-08T13:17:38Z,"garage rock,modern rock,permanent wave,rock,sheffield indie",0.48,0.519,4,-9.052,1,0.0364,0.158,0.000628,0.0651,0.4,101.912,4,,Domino Recording Co.,"C 2006 Domino Recording Company Ltd, P 2006 Domino Recording Company Ltd",
spotify:track:0jsnjV8zzGvZQSlbsc0Yl8,The Yeah Yeah Yeah Song,spotify:artist:16eRpMNXSQ15wuJoeqguaB,The Flaming Lips,spotify:album:1fs5Rcl3JeQ7JEPyfI6sPd,At War with the Mystics,spotify:artist:16eRpMNXSQ15wuJoeqguaB,The Flaming Lips,2006-04-03,https://i.scdn.co/image/ab67616d0000b273d12bf7132a4c29a17dfb133e,1,1,232520,https://p.scdn.co/mp3-preview/d246cd7351d4a8e411f0c3f6a1c6afa35c18a5e8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,23,USWB10600454,,2014-08-08T13:30:37Z,"alternative rock,chamber pop,indie rock,indietronica,noise pop,okc indie,singer-songwriter",0.636,0.887,4,-4.354,1,0.0475,0.00257,0.0000518,0.293,0.35,107.984,4,,Warner Records,"C © 2006 Warner Records Inc., P ℗ 2006 Warner Records Inc.",
spotify:track:0FcRGA5YHTajyCYsdCxNF5,Haven't Got a Clue,spotify:artist:16eRpMNXSQ15wuJoeqguaB,The Flaming Lips,spotify:album:4HAqJpa6YWefRXdLVpk5S6,At War With the Mystics,spotify:artist:16eRpMNXSQ15wuJoeqguaB,The Flaming Lips,2006-04-03,https://i.scdn.co/image/ab67616d0000b27363c440679eeb0975f217e1c7,1,9,203920,https://p.scdn.co/mp3-preview/886d20e11ae57f633e2d3ff6a3bdeb2e528187b8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,18,USWB10600461,,2014-08-08T13:30:27Z,"alternative rock,chamber pop,indie rock,indietronica,noise pop,okc indie,singer-songwriter",0.662,0.826,9,-7.235,0,0.0898,0.142,0.0000735,0.16,0.489,130.057,4,,Warner Records,"C © 2006 Warner Records Inc., P ℗ 2006 Warner Records Inc.",
spotify:track:0CrsAXzverdamkvnkzDu6q,Perhaps Vampires Is A Bit Strong But…,spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,spotify:album:6sPaeMfg4Ct5FTmxLHS2pS,"Whatever People Say I Am, That's What I'm Not",spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,2006-02-21,https://i.scdn.co/image/ab67616d0000b273d146dee1d6d25763d80aeb9c,1,10,270626,,FALSE,0,GBCEL0501189,,2014-08-08T13:23:09Z,"garage rock,modern rock,permanent wave,rock,sheffield indie",0.364,0.918,11,-4.944,0,0.0788,0.000286,0.000143,0.0805,0.419,135.965,4,,Domino Recording Co,"C 2006 Domino Recording Co Ltd, P 2006 Domino Recording Co Ltd",
spotify:track:0paBdU3uRrS8lcdfpuNqFN,7,spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,spotify:album:22sfzmpm5VnbpUTu67QVFP,When The Sun Goes Down,spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,2006-02-21,https://i.scdn.co/image/ab67616d0000b273a139da19551b979d132abdff,1,4,128506,,FALSE,0,GBCEL0501194,,2014-08-08T13:23:09Z,"garage rock,modern rock,permanent wave,rock,sheffield indie",0.466,0.976,9,-4.104,0,0.105,0.00171,0.00000837,0.0729,0.541,98.377,4,,Domino Recording Co,"C Domino Recording Co, P Domino Recording Co",
spotify:track:3T3oG6g4aTqPzvy8bAD6Kw,Welcome To The Show,spotify:artist:0IVcLMMbm05VIjnzPkGCyp,J Dilla,spotify:album:7xJ7jHNu3JNfdnao9xwMho,Donuts,spotify:artist:0IVcLMMbm05VIjnzPkGCyp,J Dilla,2006-02-07,https://i.scdn.co/image/ab67616d0000b27340dcfbf3ef5d494ec137e9a2,1,31,71666,,TRUE,0,US2S70626031,,2019-04-04T19:44:40Z,"alternative hip hop,detroit hip hop,hip hop,instrumental hip hop",0.288,0.725,10,-4.651,0,0.455,0.000068,0.00000309,0.636,0.436,181.391,4,,Stones Throw Records,"C 2006 Stones Throw Records, P 2006 Stones Throw Records",
spotify:track:16LfmfZ4G9TSUCuif9XhaF,Mysteries,spotify:artist:3TNt4aUIxgfy9aoaft5Jj2,Yeah Yeah Yeahs,spotify:album:4vILeh9sgKiDXnyL2pHCiz,Show Your Bones,spotify:artist:3TNt4aUIxgfy9aoaft5Jj2,Yeah Yeah Yeahs,2006-01-01,https://i.scdn.co/image/ab67616d0000b273996511f127936c878b380a21,1,8,155706,https://p.scdn.co/mp3-preview/6785a4ea32ec70eaee783f811dd7fb3aa0f4bea6?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,26,USUM70601054,,2014-08-08T13:20:21Z,"alternative dance,alternative rock,art pop,dance-punk,garage rock,indie rock,modern rock,neo-synthpop,new rave",0.215,0.977,9,-4.961,1,0.276,0.00219,0.0111,0.278,0.0881,197.144,4,,Interscope,"C © 2006 Yeah Yeah Yeahs, P ℗ 2006 Yeah Yeah Yeahs, under exclusive license in the United States to Interscope Records",
spotify:track:2itu79WbZhUCHX4jg0fyAd,Never Let This Go,spotify:artist:74XFHRwlV6OrjEM0A2NCMF,Paramore,spotify:album:67f6SSb8yKduNCK15DsafC,All We Know Is Falling,spotify:artist:74XFHRwlV6OrjEM0A2NCMF,Paramore,2005-07-26,https://i.scdn.co/image/ab67616d0000b2735cab62839794c2cc3d6a135b,1,6,220966,https://p.scdn.co/mp3-preview/db12102d5a82ea2e1a7772b991347ce0eec54374?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,52,US56V0507606,,2014-08-08T13:30:27Z,"candy pop,pixie,pop,pop emo,pop punk,rock",0.519,0.88,6,-3.929,1,0.0447,0.0226,0,0.135,0.529,144.968,4,,Fueled By Ramen/ADA/ATL,"C © 2005 Fueled By Ramen, Inc, P ℗ 2005 Fueled By Ramen, Inc",
spotify:track:29bzX8jP7wO07FyMdOkYT7,My Doorbell,spotify:artist:4F84IBURUo98rz4r61KF70,The White Stripes,spotify:album:6QK4LkEULkPZjhRPaRvYyV,Get Behind Me Satan,spotify:artist:4F84IBURUo98rz4r61KF70,The White Stripes,2005-06-07,https://i.scdn.co/image/ab67616d0000b273a4f3a5a292aba90f48aef0cb,1,3,241866,,FALSE,0,USVT10500078,,2014-08-08T13:30:27Z,"alternative rock,blues rock,detroit rock,garage rock,modern blues rock,permanent wave,punk blues,rock",0.608,0.669,8,-9.82,1,0.0352,0.31,0.00714,0.103,0.843,97.131,4,,null,,
spotify:track:29Vbv2pFvT3PVO1MEXRwc3,Skin On Skin,spotify:artist:4pejUc4iciQfgdX6OKulQn,Queens of the Stone Age,spotify:album:2OMdsA2I4RxrHCyogwKGvF,Lullabies To Paralyze,spotify:artist:4pejUc4iciQfgdX6OKulQn,Queens of the Stone Age,2005-01-01,https://i.scdn.co/image/ab67616d0000b2739fbc395aa3944da173e69fda,1,11,222373,https://p.scdn.co/mp3-preview/8197d7bc7e0b8725a9ed95854c41aafd273c70d5?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,34,USIR10500110,,2014-08-08T13:17:59Z,"alternative metal,alternative rock,grunge,modern rock,nu metal,palm desert scene,rock,stoner metal,stoner rock",0.459,0.939,4,-4.184,1,0.104,0.0806,0.00513,0.537,0.279,93.091,4,,Interscope,"C © 2005 Interscope Records, P ℗ 2005 Interscope Records",
spotify:track:3VZpGaToGtBnphXQDNv2GO,Hysteria,spotify:artist:12Chz98pHFMPJEknJQMWvI,Muse,spotify:album:3VyV6w1hkOhIFECQJZUrOu,Absolution,spotify:artist:12Chz98pHFMPJEknJQMWvI,Muse,2004-03-16,https://i.scdn.co/image/ab67616d0000b2738566da7d9fb13f206806979e,1,8,227440,,FALSE,0,GBCVT0300083,,2014-05-08T12:48:16Z,"alternative rock,modern rock,permanent wave,rock",0.412,0.92,9,-4.852,0,0.0575,0.000456,0.0026,0.11,0.455,93.162,4,,Warner Bros.,C 2003 Taste Media Ltd. under exclusive license to Warner Bros. Records Inc. for the U.S.,
spotify:track:2HixB5lZbRbcMNW0mODSEv,The Good Ones,spotify:artist:5BYuBzqmTXwUDw2rYkwExr,The Kills,spotify:album:0dvWPP9NIztnJsDu1inRF5,No Wow,spotify:artist:5BYuBzqmTXwUDw2rYkwExr,The Kills,2004-02-15,https://i.scdn.co/image/ab67616d0000b27368838b6d4f04ba7921e23025,1,4,203186,,FALSE,0,GBHSP0400004,,2014-08-08T13:14:55Z,"alternative dance,dance-punk,garage rock,garage rock revival,indie rock,indietronica,modern blues rock,modern rock,new rave",0.917,0.416,6,-8.533,1,0.1,0.578,0,0.22,0.612,103.182,4,,RCA Records Label,"P (P) 2004 &2005 Rough Trade America under exclusive license to The RCA Music Group, a Unit of BMG Music",
